date,Return,Cumulative Return
2021-02-28,-0.014845227020162222,-0.014845227020162222
2021-03-31,-0.01854713450459511,-0.03311702510246317
2021-04-30,-0.0011061400915365338,-0.03418653312482145
2021-05-31,0.05485537998670442,0.018793531596892787
2021-06-30,0.008702266019262161,0.027659343927552538
2021-07-31,0.038532711335723,0.06725784477857144
2021-08-31,0.08956507400766478,0.16284687263142494
2021-09-30,-0.06759085817610433,0.0842490545828678
2021-10-31,-0.0392571966173183,0.04168447626496663
2021-11-30,0.046128742195244765,0.08973607091938174
2021-12-31,0.00019111798555293547,0.08994433908204025
2022-01-31,-0.10512987014151953,-0.024641367747138987
2022-02-28,0.030771958377250552,0.005372327487437989
2022-03-31,-0.04498401323361778,-0.039853354596970036
2022-04-30,-0.11714340450804539,-0.15232820146645998
2022-05-31,0.052377257730400695,-0.10792947720387647
2022-06-30,0.09104120658013559,-0.026714300453945072
2022-07-31,-0.027326163111838997,-0.05331046423416086
2022-08-31,-0.03074459479425007,-0.08241605040723832
2022-09-30,-0.08102756292248658,-0.15676564161952955
2022-10-31,-0.05047846687869406,-0.19933081925001495
2022-11-30,0.07170393109927953,-0.14191969148020145
2022-12-31,-0.011260542951331831,-0.15158214164998074
2023-01-31,0.0514654594106585,-0.10791792679779
2023-02-28,0.004214907354203712,-0.1041578835068967
2023-03-31,0.028028538616584164,-0.07904873815040725
2023-04-30,-0.0037270397061216487,-0.08248116007072348
2023-05-31,-0.054288726306714996,-0.1322920892528986
2023-06-30,0.008540842865740972,-0.12488113233384723
2023-07-31,0.009819229883534897,-0.11628813899681456
2023-08-31,-0.06425989078304373,-0.1730753666685596
2023-09-30,-0.023208438471263637,-0.19226699614160458
2023-10-31,-0.047739008618524204,-0.23082736897426692
2023-11-30,0.005169878170298681,-0.22685084017993573
2023-12-31,-0.037045537168930665,-0.2554925661171774
2024-01-31,-0.1079762644685821,-0.33588169769693443
2024-02-29,0.065019009638831,-0.2927013833981673
2024-03-31,-0.008315549540065414,-0.29858296008413954
2024-04-30,-0.03661388613535832,-0.32426456371701895
2024-05-31,-0.02173402268095037,-0.3389510130155151
2024-06-30,-0.08049746927730994,-0.3921637835360955
2024-07-31,0.01305174914331153,-0.384230457718589
2024-08-31,-0.0698363616519393,-0.4272335621676028
2024-09-30,0.23896320119427794,-0.29036346064652974
2024-10-31,0.05401045895401513,-0.2520356654655098
2024-11-30,-0.0014167003029618153,-0.2530953067648495
2024-12-31,-0.19374691464252092,-0.3978057866111785
