date,Return,Cumulative Return
2021-02-28,-0.037318172306234465,-0.037318172306234465
2021-03-31,0.0030893943683329983,-0.03434406848926086
2021-04-30,-0.03577789669920739,-0.06889320665382892
2021-05-31,0.052639693454451075,-0.01988003047872955
2021-06-30,0.04115802636826915,0.020459773070893972
2021-07-31,-0.0018454042821565153,0.01857661223590057
2021-08-31,0.05304416920238331,0.07260616240093198
2021-09-30,-0.07230843309640145,-0.0049523085318237126
2021-10-31,-0.03094768448977403,-0.03574673053965882
2021-11-30,0.02338842380041517,-0.013194366422584425
2021-12-31,-0.04407918346968831,-0.056691952993965344
2022-01-31,-0.13372863830089088,-0.18283925361835507
2022-02-28,0.027791458475295405,-0.16012916466764815
2022-03-31,-0.053478788164024404,-0.20504443915552917
2022-04-30,-0.1468917434392033,-0.3218168474446631
2022-05-31,0.06115555047141319,-0.2803421834297031
2022-06-30,0.05968722001057469,-0.237387808999742
2022-07-31,-0.028341040411173468,-0.2590010319229339
2022-08-31,-0.11536293675774134,-0.34448484901476006
2022-09-30,-0.09265306299152576,-0.405220335590895
2022-10-31,-0.05353982386756517,-0.437064734063368
2022-11-30,0.06462507488967795,-0.4006850003441724
2022-12-31,-0.055520058255804416,-0.4339590040386414
2023-01-31,0.043559211922559404,-0.40930270433870397
2023-02-28,-0.029304398256380426,-0.42661273313972947
2023-03-31,0.006558256803435469,-0.42285231219583985
2023-04-30,0.008233453868987661,-0.41810039333271143
2023-05-31,-0.07031695226184753,-0.459017800195923
2023-06-30,-0.04219410473399554,-0.4818440597936835
2023-07-31,-0.0007502189946358984,-0.48223279022220966
2023-08-31,-0.1129708848891845,-0.5407254100774106
2023-09-30,-0.05798840734055677,-0.5673580120790089
2023-10-31,-0.06838758658301625,-0.596945353487404
2023-11-30,-0.03439901410201862,-0.6108100359566748
2023-12-31,-0.05082083038928831,-0.630588993108534
2024-01-31,-0.12022724613057922,-0.6750022611574193
2024-02-29,0.04186442745192798,-0.6613964168976034
2024-03-31,0.038995318058331785,-0.6481924624788348
2024-04-30,-0.0667473371683398,-0.6716746788041233
2024-05-31,-0.0542655971790974,-0.6894914484278365
2024-06-30,-0.09726353845214719,-0.7196926088733961
2024-07-31,-0.02979456639351341,-0.7280442460489103
2024-08-31,-0.12922466012206646,-0.7631876359214802
2024-09-30,0.1799937718010145,-0.7205628853018724
2024-10-31,0.04081778001200198,-0.7091568826269357
2024-11-30,0.006409553702990012,-0.707292708046988
2024-12-31,-0.08657759113377428,-0.7326346002915701
